pk,caption_text,output,inference_time
./posts/eatthisnotthat/2023-09-13/images/post_3179437027346304551.jpg,"fn wees pgite PROTEIN-PACKED SNACKS: Keep protein-rich snacks handy for quick boosts of protein throughout the day. Examples include hard-boiled eggs, beef jerky, edamame, roasted chickpeas, and protein bars.",yes,0.1554417610168457
./posts/eatthisnotthat/2023-09-13/images/post_3190305165848671115.jpg,Things | no longer believe DON'T EAT CARBS AFTER 7 PM eae oo oS Pet eatog,No,0.1543111801147461
./posts/eatthisnotthat/2023-09-13/images/post_3181815883324241380.jpg,,no,0.15675902366638184
./posts/eatthisnotthat/2023-09-13/images/post_3184812095274277711.jpg,"POR OYER CVE ry MOG WIROUT CLOVE OES IRS, DMM CRT MP OD (CESSES 5100: IDO Cane [oom ek a toe Sy eee EES, 6 secewal hopoag fo De more COMD aN Ged we Tey fc PTS OMEAS IO SAE ZR CRN AoE, OLS ROL OY OPE DRS CTA Pe CMOIAL OM ix x O64 iy ER CORRES. OL SIO (018) MOLE MENS wit you! Godt",no,0.15226435661315918
./posts/eatthisnotthat/2023-09-13/images/post_3190313008269073464.jpg,UNE BELLE PEAU FACILEMENT.,no,0.1513080596923828
./posts/eatthisnotthat/2023-09-13/images/post_3181815883156613969.jpg,just (crispy) tomato,yes,0.1520369052886963
./posts/eatthisnotthat/2023-09-13/images/post_3186453777282847732.jpg,,no,0.15605998039245605
./posts/eatthisnotthat/2023-09-13/images/post_3185075263507117591.jpg,SUGAR CRAVINGS? try these: 01 FRUIT O02 NUTS 03 WATER 03 AVOCADO 04 SMOOTHIES OS HERBAL TEAS 06 GREEK YOGURT 07 DARK CHOCOLATE 08 VEGGIES AND HUMMUS,yes,0.15603423118591309
./posts/eatthisnotthat/2023-09-13/images/post_3190305165848645761.jpg,Things | no longer believe MUSCLE WEIGHTS MORE THAN FAT * POUND   POUND : matte ts yi HAS eo foe ae spre es Dob teaterey ee pat vw be ee pa,No,0.15478897094726562
./posts/eatthisnotthat/2023-09-13/images/post_3181900984535826996.jpg,,no,0.15328598022460938
./posts/eatthisnotthat/2023-09-13/images/post_3181362537102030966.jpg,YOU ARE CRAVING NOT THAT,no,0.1508159637451172
./posts/eatthisnotthat/2023-09-13/images/post_3181188193222863410.jpg,ey Cte rol Unlock a world of 6  flavor without. ; emo f ca AKsys haa: ,No,0.1507561206817627
./posts/eatthisnotthat/2023-09-13/images/post_3190347174865486471.jpg,,no,0.15087389945983887
./posts/eatthisnotthat/2023-09-13/images/post_3185920668168000235.jpg,,no,0.1507718563079834
./posts/eatthisnotthat/2023-09-13/images/post_3184248136287869570.jpg,ror EVERYBODY CHOOSE SMART ~ FF  Tptta xim 250kcal 2 pmoxoro trunou Owestive 138kcal Cappuccino oxtoc 9Okcal Coffee Black Okcal 340kcal & 138kcal Nutrispot,No,0.15061497688293457
./posts/eatthisnotthat/2023-09-13/images/post_3189876380928950726.jpg,,no,0.15134096145629883
./posts/eatthisnotthat/2023-09-13/images/post_3184812094234267652.jpg,) BLISSFUL () Metta oh Ne Hello po! Alf meals taste greau Na-eryoy po nano sya i's filing din po and we loved how convementitrs since amun nalang Ds fang narmn masyado nagagamil yung buubigay 9G coffee since we dont dink coffees pero so far so good! Looking fonward for next week's menu,Yes,0.15321087837219238
./posts/eatthisnotthat/2023-09-13/images/post_3185748508321682626.jpg,,no,0.15012788772583008
./posts/eatthisnotthat/2023-09-13/images/post_3182502407413048476.jpg,"SWAP THIS FOR THAT LUNCH EDITION a PLASTIC STAINLESS & SILICONE TUPPERWARE CONTAINERS t > te a ed ~~, aa ~~ = Nnad",No,0.15040373802185059
./posts/eatthisnotthat/2023-09-13/images/post_3180369792471523678.jpg,"EAT THIS  NOT THAT ALL-PURPOSE CURR bd overs pb * areeee vn"" * tS 4, Ce e Oc: (: > | *, v, x oo",No,0.15145611763000488
./posts/eatthisnotthat/2023-09-13/images/post_3181828762528435929.jpg,"oy Some Important Health  ee. 4 ? Facts For You Beasts An Apple a Day, 5 almond a Day, 1 Lemon a Day, No Doctors No Cancer No Fat 1 glass milk a Day, 4 datesa Day, 1 time prayer a Day No Bone Problems No weakness No Tension",yes,0.15158987045288086
./posts/eatthisnotthat/2023-09-13/images/post_3187957763781263725.jpg,Instead of. Try,no,0.1513838768005371
./posts/eatthisnotthat/2023-09-13/images/post_3188775912101718831.jpg,"BENEFITS OF DRINKING RED Supports skin, memory, prostate, urinary tract and DNA health. Protects against cancer and heart disease. Pomegranate 4 Grapefruit Beetroot Strawberries & Raspberries Cherries Tomatoes",yes,0.15215301513671875
./posts/eatthisnotthat/2023-09-13/images/post_3183320659089963949.jpg,,no,0.15146398544311523
./posts/eatthisnotthat/2023-09-13/images/post_3186230394952989940.jpg,,no,0.15303516387939453
./posts/eatthisnotthat/2023-09-13/images/post_3190589953247149029.jpg,,no,0.14717912673950195
./posts/eatthisnotthat/2023-09-13/images/post_3190313008294019295.jpg,0 FIXE-TOI UN OBJECTIF DE 2L DEAU PAR JOUR ET TU VERRAS UNE NETTE AMELIORATION SUR TA PEAU. FAIS LE TEST SUR 15 JOURS ET TU VERRAS DEJA UNE BELLE DIFFERENCE. CUUNMIBEICIN TIE NETEIS,No,0.15062999725341797
./posts/eatthisnotthat/2023-09-13/images/post_3182292250250939204.jpg,ua CT terey trey ate a Step 1 aa abd A ORY baer ha Bere ss Heavy Cream nae p ab taa vant aK Almond milk Soha i mnamon dolce Hig ACs Madam a keto white Pan <a OM ACM aed (sore) PRL: Bo eet ae Cat Ital BS TT) ae er nes beitideer oP ae eben Ans es  Sekai eet zy Ny cal NN CS ee EES a Coe es oy Nan ren Ct Gn Pant desma Pea Bt Seer fae at rh seach Pe ia 2 *Stting cheese FEN ee i a irs.) rh Ra) 2) Seto Var te y) wa,No,0.14870595932006836
./posts/eatthisnotthat/2023-09-13/images/post_3185196566109262410.jpg,Get Well SOON yp Py ae 7 a  good luck with your recovery ty,No,0.14830684661865234
./posts/eatthisnotthat/2023-09-13/images/post_3179179525124117403.jpg,,no,0.15183711051940918
./posts/eatthisnotthat/2023-09-13/images/post_3179437027421831189.jpg,"a rats gate ADD PROTEIN T0 BREAKFAST: Start your day with a protein-rich breakfast. Include eggs, egg whites, or Greek yogurt in your morning routine. You can also add protein powder to smoothies or oats for an extra boost.",No,0.16355013847351074
./posts/eatthisnotthat/2023-09-13/images/post_3189860762163767031.jpg,,no,0.14980006217956543
./posts/eatthisnotthat/2023-09-13/images/post_3178636583845756124.jpg,Foods to Eat and Avoid Before Bed Good for Sleep Tart cherries Kiwifruit Milk Bad for Sleep   an 7 ~ <= wy F Pw < Caffeine Alcohol Sugary drinks BHG,yes,0.15047097206115723
./posts/eatthisnotthat/2023-09-13/images/post_3185921051645900377.jpg,"JUNK FOCD sWAPS chocolate cake dark chocolate potato chips popcorn come A carrot sticks aaraesue, Oo",Yes,0.16404128074645996
./posts/eatthisnotthat/2023-09-13/images/post_3182301469919155114.jpg,INTERMITTENT FASTING 6AM: wake up ip TAM :tea wy QAM: more tea S49 12PM:BIG meal 4PM: workour rime: (ex OPM:BIG meal  8PM:late night snack 222 10-11PM: sLEEPY TIMES!,yes,0.16479992866516113
./posts/eatthisnotthat/2023-09-13/images/post_3180422465322622947.jpg,,no,0.15067601203918457
./posts/eatthisnotthat/2023-09-13/images/post_3189937140389050621.jpg,,no,0.14617490768432617
./posts/eatthisnotthat/2023-09-13/images/post_3185724799892343561.jpg,oO gy & IMERRYE Prt on ao i-stan To Face Mask H I AI TH Poscasts www.med Caiustaad Com,No,0.14964890480041504
./posts/eatthisnotthat/2023-09-13/images/post_3188410866667709515.jpg,,no,0.14989590644836426
./posts/eatthisnotthat/2023-09-13/images/post_3189493400953330566.jpg,"FEELING SICK? v Eat This _ , ~ Hot Tea Citrus Fruits \ = ss. Banana Ginger _f \ a Honey X Not That Dairy Junk food Products Refined sugar rT Alcohol Coffee",yes,0.14993691444396973
./posts/eatthisnotthat/2023-09-13/images/post_3189622466723122339.jpg,,no,0.1609480381011963
./posts/eatthisnotthat/2023-09-13/images/post_3186230394776972862.jpg,,no,0.16025090217590332
./posts/eatthisnotthat/2023-09-13/images/post_3178318760686428290.jpg,Bae aang sae Peete are Maret Osourus,No,0.14593100547790527
./posts/eatthisnotthat/2023-09-13/images/post_3188562760610244799.jpg,,no,0.14586114883422852
./posts/eatthisnotthat/2023-09-13/images/post_3188410866726510687.jpg,,no,0.14334416389465332
./posts/eatthisnotthat/2023-09-13/images/post_3180975922180517072.jpg,,no,0.14548301696777344
./posts/eatthisnotthat/2023-09-13/images/post_3182432806544853007.jpg,,no,0.1596510410308838
./posts/eatthisnotthat/2023-09-13/images/post_3185961798418084160.jpg,WHAT ILB OF FAT EQUALS oo Senn TO GAIN 1 LB OF FAT YOU NEED A SURPLUS OF 3500 CALORIES 10.8 BACON 6 SAUSAGE 9 BACON ROLLS BAGUETTES CHEESE WRAPS As ss 2 > 6 CHEESE & 10 S SAUSAGE S.S PEPPERONI ONION BAKES ROLLS PIZZA SLICES a 7S BEEF & 8S STEAK 8S BACON & VEG PASTIES BAKES SAUSAGE ROLL,yes,0.15198993682861328
./posts/eatthisnotthat/2023-09-13/images/post_3190305165865447138.jpg,references Sttps heanthyeater com/ carbs are not bad OFNC official trarming nanual pages 63. 98,No,0.14739394187927246
./posts/eatthisnotthat/2023-09-13/images/post_3190305166066943006.jpg,Things | no longer believe MUSCLE WEIGHTS MORE THAN FAT Tee eaters taee op ob oS space post ke Posed pee bocty Mh. seta des Det oe tos leet Sl  al k neg oS Tea kat es Tete Lee E te eee fat ' we eos Teere sa TL bide Gf ceases The code wert Loo wbre fd steer gte ae oo bora or ap eg wate PETE OF ec a ee a ak at feeb Totaly poeta Gob at a Let iee foe -  ~ a o oO A,No,0.1591658592224121
./posts/eatthisnotthat/2023-09-13/images/post_3179179525115665162.jpg,,no,0.15280795097351074
./posts/eatthisnotthat/2023-09-13/images/post_3183723685551301936.jpg,fresh vs. frozen $4.97 $1.65 - tastes better - less expensive - lasts for days - better in smoothies - more expensive - lasts for months,yes,0.14484620094299316
./posts/eatthisnotthat/2023-09-13/images/post_3182465982073948420.jpg,"I Just ATE WHAT I *1HOvGuT* WAS A PIECE OF FETA CHEESE FROM MY SALAD OFF MY SHIRT, BUT IT TURNED OVT TO BE DEODORANT... -: SO, HOW'S YOUR DAY GOING 56 FAR?",No,0.14404034614562988
./posts/eatthisnotthat/2023-09-13/images/post_3187323034978007142.jpg,6 HACKS TO MAKE FAT LOSS EASIER SMALLER PLATES COFFEE STRAWBERRIES PORTION CONTROL. HIGH CAFFEINE HIGH VOLUME SPARKLING WATER STEP GOAL PIZZA ZFRO CAI ORIF. CALORIE BURN ADHERENCE,yes,0.1446542739868164
./posts/eatthisnotthat/2023-09-13/images/post_3189669363261114857.jpg,"DID YOU KNOW? Hating a banana can cheer you up. r ' Bananas are the only fruit to contain good amounts of both tryptophan and Vitamin B6, which , together help the body produce serotonin - the natural chemical which alleviates mental depression. N",no,0.14957094192504883
./posts/eatthisnotthat/2023-09-13/images/post_3179179525274871932.jpg,,no,0.1574101448059082
./posts/eatthisnotthat/2023-09-13/images/post_3187409621072985166.jpg,| Sa WRAP IT UP 4 WAYS Marae Da] Bees R ome a take ee) oi oa ee oe felch ta Pix Rel tae leaves Ve eda 7 + aa . = CTT GaGa Per cates [ete Blue ices (eee teetese ame ih 40 Ble 1 Peratsys a a + + co Mannatec ard Smredced Carrots Poet eer oe fed LU Lh cD RCSL :-@. Grilled F449 Billet Boia erie ee iol ad S ced Aveiado 2 me Cilactro ah] WRAP sek at cod of blac Caobage YORU Sauce OS LIVE BOLD,No,0.15028810501098633
./posts/eatthisnotthat/2023-09-13/images/post_3180101060429409514.jpg,,no,0.15541982650756836
./posts/eatthisnotthat/2023-09-13/images/post_3180101061016583074.jpg,,no,0.16501784324645996
./posts/eatthisnotthat/2023-09-13/images/post_3184164254169025991.jpg,,no,0.1541728973388672
./posts/eatthisnotthat/2023-09-13/images/post_3189782310651040004.jpg,,no,0.16961312294006348
./posts/eatthisnotthat/2023-09-13/images/post_3177868203283556576.jpg,,no,0.16939115524291992
./posts/eatthisnotthat/2023-09-13/images/post_3178753182360361477.jpg,,no,0.158599853515625
./posts/eatthisnotthat/2023-09-13/images/post_3190589953238812455.jpg,,no,0.1637420654296875
./posts/eatthisnotthat/2023-09-13/images/post_3184498310910911122.jpg,"Yes, Pumpkin Spice is back! A",yes,0.16222715377807617
./posts/eatthisnotthat/2023-09-13/images/post_3181478929607301179.jpg,"Anti-Inflammatory Foods Fruits Vegetes Nats Seeds Fats Legumes Proteins Whole Grains Herbs & Spices Peacnras, ireanple, Macgoes, Apoles. Bees. (a: Pears, Cranges B8roceor, Kale, Spinace, /ucerin . Squasn. Sweet Potatoes. Sninach. Watercress, oratees, Garle Ostachios. Maccaamia Nuts, Alroras, Chia , Seeas.* axseeds, Xu Tokin Seeas Cocorut O1, Olve OL Gree. Grass ed Buster. Avecados : : . ack, Cidney 0 Navy Sears, Peas, .ertis, a: Criccneas Nf Salon, Chiccan, Lreey. ggs, erper Quinea, Couscous, Faro, Milet, Buckwrec, Barley rN Tumenc. $oc Mepoer. Roserery, 8csr. Cayerre Yepoer. 2 |",yes,0.1654510498046875
./posts/eatthisnotthat/2023-09-13/images/post_3185446274658756583.jpg,,no,0.28276991844177246
./posts/eatthisnotthat/2023-09-13/images/post_3185361351211088184.jpg,% Set se eee Power of Blacks J RELIEVES SENSATION OF PAIN Y DESTROYS THE GROWTH OF DESTRUCTIVE MICRO ORGANISMS v EASES WSCLE SPASES AND CRAMPS J _ CAUSES LOOSEMESS ARO RELAXATION OF BOWELS asp dy,no,0.17424798011779785
./posts/eatthisnotthat/2023-09-13/images/post_3180400077646381459.jpg,,no,0.15814614295959473
./posts/eatthisnotthat/2023-09-13/images/post_3189860762230749998.jpg,,no,0.15649104118347168
./posts/eatthisnotthat/2023-09-13/images/post_3190576002555648570.jpg,"Alors voici les aliments que tu dois situ veux grandir le plus longtemps possible : e Avoine  Soja e Amandes, noin...  Lentilles, pois chiches, haricots. CLUNMIBICIN TIE ALTON",No,0.15630578994750977
./posts/eatthisnotthat/2023-09-13/images/post_3186659074513215499.jpg,,no,0.1525740623474121
./posts/eatthisnotthat/2023-09-13/images/post_3182502407446700465.jpg,SWAP THIS FOR THAT LUNCH EDITION PLASTIC BAMBOO CUTLERY CUTLERY i in a,No,0.15570306777954102
./posts/eatthisnotthat/2023-09-13/images/post_3180422465255444841.jpg,,no,0.15231895446777344
./posts/eatthisnotthat/2023-09-13/images/post_3189876380920619486.jpg,,no,0.15321588516235352
./posts/eatthisnotthat/2023-09-13/images/post_3190576002564044778.jpg,"Tips, que fapplique et qui fonctionnent, Fais les seances jambes combinees a du nofap pour rduire au maximum tes taux Woestrogenes naturels, tu vas optimiser Ca croissance (galement musculaire) et pouvoir atteindre ton plein potentiel. CLUNMIBICIN TIE ALTON",No,0.1581439971923828
./posts/eatthisnotthat/2023-09-13/images/post_3189511046429783647.jpg,,no,0.15294885635375977
./posts/eatthisnotthat/2023-09-13/images/post_3189733428672799283.jpg,,no,0.15639114379882812
./posts/eatthisnotthat/2023-09-13/images/post_3189782310667730027.jpg," Le chocolat noir a des bicntaits sur la concentration en raison de ses Composants, en particulicr les Mavonoides, qui sont des antioxyvdants presents dans Ie cacao. CUAMBRUN HE ALT",No,0.15146994590759277
./posts/eatthisnotthat/2023-09-13/images/post_3189876380920575456.jpg,,no,0.15567636489868164
./posts/eatthisnotthat/2023-09-13/images/post_3181900984535907564.jpg,,no,0.15805983543395996
./posts/eatthisnotthat/2023-09-13/images/post_3186714105134519478.jpg,,no,0.17083501815795898
./posts/eatthisnotthat/2023-09-13/images/post_3187634676663407487.jpg,,no,0.1683189868927002
./posts/eatthisnotthat/2023-09-13/images/post_3189937140229581972.jpg,,no,0.1682300567626953
./posts/eatthisnotthat/2023-09-13/images/post_3189860762163664716.jpg,,no,0.16289806365966797
./posts/eatthisnotthat/2023-09-13/images/post_3185400361393253876.jpg,,no,0.19123625755310059
./posts/eatthisnotthat/2023-09-13/images/post_3180433008761431386.jpg,,no,0.1585550308227539
./posts/eatthisnotthat/2023-09-13/images/post_3189860762163658041.jpg,,no,0.16729497909545898
./posts/eatthisnotthat/2023-09-13/images/post_3187181611013762370.jpg,,no,0.16501092910766602
./posts/eatthisnotthat/2023-09-13/images/post_3186230394843940818.jpg,,no,0.15838193893432617
./posts/eatthisnotthat/2023-09-13/images/post_3189782310676119586.jpg," Ces bicntaits dependent de la quantite ct de la qualite du chocolat. Pour en tirer le maximum, choisi du chocolat noir avec une fcneur en cacao clevce (70  de cacao ou plus ). CUAMBRUN HE ALT",No,0.1554408073425293
./posts/eatthisnotthat/2023-09-13/images/post_3190313008302502680.jpg,"0 CEST TOUT SIMPLE, HYDRATE-TOI CORRECTEMENT. CUUNMIBEICIN TIE NEUEN",No,0.17572712898254395
./posts/eatthisnotthat/2023-09-13/images/post_3182502407446509775.jpg,SWAP THIS FOR THAT LUNCH EDITION STASHER SILICONE BAGS ZUPLOG,yes,0.15861773490905762
./posts/eatthisnotthat/2023-09-13/images/post_3190576002563869700.jpg,Des tudes scientifiques ont montre que les phytoestrogenes contenus naturellement dans certains aliments venaient refermer tes plaques de croissance de facon accelree. CLUNMIBICIN TIE ALTON,No,0.1585979461669922
./posts/eatthisnotthat/2023-09-13/images/post_3186230394785182172.jpg,,no,0.15631103515625
./posts/eatthisnotthat/2023-09-13/images/post_3186230394844035583.jpg,,no,0.1517949104309082
./posts/eatthisnotthat/2023-09-13/images/post_3181569638572504331.jpg,6 HACKS TO MAKE FAT LOSS EASIER SMALLER PLATES COFFEE STRAWBERRIES PORTION CONTROL. HIGH CAFFEINE HIGH VOLUME SPARKLING WATER STEP GOAL PIZZA ZFRO CAI ORIF. CALORIE BURN ADHERENCE,yes,0.16593003273010254
./posts/eatthisnotthat/2023-09-13/images/post_3181050995669505016.jpg,", Pace ak we Lwapmeal jwakeea",No,0.1578540802001953
./posts/eatthisnotthat/2023-09-13/images/post_3190305166066829875.jpg,"Things | no fonger 9 believe DON T EAT CARBS ye 7PM Se a"" c C5 bo lit we",No,0.15361785888671875
./posts/eatthisnotthat/2023-09-13/images/post_3180103542332639501.jpg,,no,0.1602342128753662
./posts/eatthisnotthat/2023-09-13/images/post_3180975922180388518.jpg,,no,0.15679168701171875
./posts/eatthisnotthat/2023-09-13/images/post_3179912715777412099.jpg,,no,0.15643525123596191
./posts/eatthisnotthat/2023-09-13/images/post_3189937140330229187.jpg,,no,0.15418505668640137
./posts/eatthisnotthat/2023-09-13/images/post_3190353837352940944.jpg,,no,0.15210390090942383
./posts/eatthisnotthat/2023-09-13/images/post_3189876380929074714.jpg,,no,0.1504688262939453
./posts/eatthisnotthat/2023-09-13/images/post_3184812094779402202.jpg,"eo a Peper p> rm Ol) LV ae) Hello po masasarap po yung food, di ko feel na nagdadiet ako and | started po 58kg, now 56.40 kg na ko agad & . * * *  ieee",No,0.1510941982269287
./posts/eatthisnotthat/2023-09-13/images/post_3180422465263794430.jpg,,no,0.16086912155151367
./posts/eatthisnotthat/2023-09-13/images/post_3182610656049838903.jpg,,no,0.1591479778289795
./posts/eatthisnotthat/2023-09-13/images/post_3181900984519020940.jpg,,no,0.1578679084777832
./posts/eatthisnotthat/2023-09-13/images/post_3188422910134703417.jpg,MEDICINES FROM VEC) ee ese reese Improves . ar datos 4) energy (Fairer tect) Seer eae a S33 Improves a Seite Lowers blood Regulates gut health arthritis ert TC) blood sugar yn &> Ge rs Contains anti- Teele Helps with Boosts sex erie ae) \ te eS) PKS drive,No,0.15022492408752441
./posts/eatthisnotthat/2023-09-13/images/post_3190589953230441492.jpg,,no,0.1567540168762207
./posts/eatthisnotthat/2023-09-13/images/post_3177332521968399337.jpg,,no,0.15432000160217285
./posts/eatthisnotthat/2023-09-13/images/post_3177799869204893770.jpg,= / ~~ 4iyyy By Indonesia ay. Independence Day \,No,0.15243196487426758
./posts/eatthisnotthat/2023-09-13/images/post_3190747082443153507.jpg,* WICH Ty ROLGHLY TRACK ATL YOUR MEALS SNACKS IN THE MORNING yourdietplan,yes,0.15131187438964844
./posts/eatthisnotthat/2023-09-13/images/post_3179909317929242086.jpg,,no,0.15294218063354492
./posts/eatthisnotthat/2023-09-13/images/post_3179912715785918624.jpg,,no,0.1483149528503418
./posts/eatthisnotthat/2023-09-13/images/post_3183320659098371925.jpg,,no,0.15148591995239258
./posts/eatthisnotthat/2023-09-13/images/post_3189925897591076354.jpg,"Matcha ve. Coffee 1A ar See's tog > hace foo qenan tea Vay form coffee boars. The the archos . vp te 3x the caer aGs erat yy  San ofererg, ry CAM OmeGy Paste: eet gy some oop G ay",No,0.1590137481689453
./posts/eatthisnotthat/2023-09-13/images/post_3179179525107197980.jpg,,no,0.15469598770141602
